1 0 0 
0 1 0 
0 0 1 
0.964511 0.0177443 0.0177443 
0.938532 0.0461011 0.015367 
0.920645 0.0198388 0.0595163 
0.906106 0.0821574 0.0117368 
0.893534 0.0399248 0.0665413 
0.882297 0.0735641 0.0441385 
0.872044 0.0159945 0.111962 
0.862553 0.128857 0.00859044 
0.853676 0.0640166 0.082307 
0.845308 0.10635 0.0483411 
0.83737 0.030493 0.132136 
0.829802 0.138286 0.0319121 
0.822557 0.0554511 0.121992 
0.815595 0.103728 0.080677 
0.808888 0.0119445 0.179168 
0.802407 0.191418 0.00617477 
0.796133 0.0955626 0.108304 
0.790046 0.150904 0.0590495 
0.784131 0.0472214 0.168648 
0.778373 0.186998 0.0346292 
0.772762 0.0781132 0.149125 
0.767285 0.138174 0.0945404 
0.761935 0.0223186 0.215747 
0.756702 0.220489 0.0228092 
0.751579 0.100921 0.1475 
0.74656 0.16632 0.0871199 
0.741639 0.040369 0.217992 
0.736809 0.205618 0.057573 
0.732066 0.0753563 0.192577 
0.727406 0.144815 0.127778 
0.722825 0.00866173 0.268514 
0.718317 0.277281 0.00440129 
0.713881 0.138589 0.14753 
0.709513 0.213327 0.0771607 
0.705209 0.0690917 0.225699 
0.700967 0.256981 0.0420515 
0.696785 0.108968 0.194247 
0.692659 0.187286 0.120055 
0.688588 0.0340607 0.277351 
0.68457 0.290787 0.024643 
0.680602 0.134746 0.184652 
0.676683 0.217229 0.106088 
0.672811 0.0562357 0.270954 
0.668984 0.263779 0.0672377 
0.665201 0.0993936 0.235406 
0.66146 0.185139 0.153401 
0.65776 0.0160425 0.326198 
0.654099 0.329687 0.0162141 
0.650477 0.158378 0.191145 
0.646892 0.248279 0.104829 
0.643343 0.0724459 0.284211 
0.639829 0.298266 0.0619043 
0.636349 0.119323 0.244328 
0.632902 0.212228 0.154869 
0.629487 0.0289463 0.341566 
0.626104 0.333001 0.0408949 
0.62275 0.147363 0.229887 
0.619426 0.243805 0.136769 
0.616131 0.0539815 0.329887 
0.612864 0.296401 0.0907349 
0.609625 0.103693 0.286682 
0.606412 0.202944 0.190644 
0.603225 0.00619962 0.390576 
0.600063 0.396813 0.00312451 
0.596926 0.198388 0.204686 
0.593814 0.301466 0.10472 
0.590725 0.0991214 0.310154 
0.587659 0.357577 0.0547641 
0.584616 0.152524 0.26286 
0.581595 0.258235 0.160171 
0.578595 0.0493834 0.372021 
0.575617 0.394543 0.0298394 
0.57266 0.183623 0.243717 
0.569723 0.292454 0.137823 
0.566806 0.0778396 0.355355 
0.563908 0.350918 0.0851742 
0.561029 0.133749 0.305222 
0.55817 0.245078 0.196753 
0.555328 0.024318 0.420354 
0.552505 0.430015 0.0174803 
0.549699 0.207561 0.24274 
0.546911 0.322118 0.130971 
0.54414 0.096158 0.359702 
0.541385 0.383373 0.0752415 
0.538647 0.154986 0.306367 
0.535925 0.271919 0.192156 
0.533219 0.040114 0.426667 
0.530529 0.42179 0.0476806 
0.527854 0.188121 0.284025 
0.525194 0.307882 0.166924 
0.522549 0.0708717 0.40658 
0.519918 0.371313 0.108769 
0.517302 0.131988 0.35071 
0.5147 0.254024 0.231276 
0.512111 0.0114349 0.476454 
0.509537 0.478968 0.0114952 
0.506976 0.234957 0.258067 
0.504428 0.360064 0.135508 
0.501893 0.112852 0.385255 
0.499371 0.426317 0.0743122 
0.496861 0.176885 0.326254 
0.494364 0.304172 0.201464 
0.49188 0.051606 0.456514 
0.489407 0.466714 0.0438791 
0.486946 0.212436 0.300617 
0.484497 0.342326 0.173177 
0.48206 0.0849746 0.432966 
0.479634 0.410601 0.109765 
0.477219 0.151116 0.371664 
0.474816 0.283107 0.242077 
0.472423 0.0206085 0.506969 
0.470041 0.500977 0.0289821 
0.46767 0.237053 0.295277 
0.465309 0.371777 0.162914 
0.462959 0.104891 0.43215 
0.460619 0.442461 0.09692 
0.458289 0.173517 0.368194 
0.455969 0.310268 0.233763 
0.453659 0.0384146 0.507927 
0.451358 0.484348 0.0642939 
0.449068 0.210904 0.340029 
0.446786 0.350081 0.203133 
0.444514 0.0737754 0.48171 
0.442252 0.422669 0.13508 
0.439998 0.144375 0.415626 
0.437754 0.285516 0.276731 
0.435518 0.00441001 0.560072 
0.433291 0.564495 0.00221371 
0.431073 0.282241 0.286686 
0.428864 0.426121 0.145015 
0.426663 0.141095 0.432242 
0.42447 0.50134 0.0741894 
0.422286 0.214386 0.363328 
0.42011 0.360166 0.219724 
0.417943 0.0704835 0.511574 
0.415783 0.545422 0.0387957 
0.413631 0.254246 0.332123 
0.411487 0.402304 0.186209 
0.409351 0.10844 0.48221 
0.407222 0.479316 0.113461 
0.405101 0.183582 0.411317 
0.402988 0.333487 0.263525 
0.400882 0.0351046 0.564013 
0.398784 0.58008 0.0211365 
0.396693 0.280444 0.322864 
0.394609 0.43276 0.172631 
0.392532 0.130511 0.476957 
0.390462 0.511917 0.0976213 
0.388399 0.207849 0.403752 
0.386343 0.361961 0.251695 
0.384295 0.0553173 0.560388 
0.382252 0.557421 0.0603269 
0.380217 0.249366 0.370417 
0.378188 0.405635 0.216177 
0.376166 0.0950372 0.528797 
0.37415 0.4865 0.139349 
0.372141 0.174133 0.453726 
0.370139 0.332153 0.297708 
0.368142 0.0172774 0.61458 
0.366152 0.621468 0.0123798 
0.364168 0.305497 0.330335 
0.36219 0.4659 0.17191 
0.360219 0.14745 0.492332 
0.358253 0.548994 0.0927524 
0.356294 0.228817 0.414889 
0.35434 0.390927 0.254733 
0.352393 0.0683024 0.579305 
0.350451 0.596266 0.0532833 
