1 0 
0 1 
0.994898 0.00510204 
0.984694 0.0153061 
0.97449 0.0255102 
0.964286 0.0357143 
0.954082 0.0459184 
0.943878 0.0561224 
0.933673 0.0663265 
0.923469 0.0765306 
0.913265 0.0867347 
0.903061 0.0969388 
0.892857 0.107143 
0.882653 0.117347 
0.872449 0.127551 
0.862245 0.137755 
0.852041 0.147959 
0.841837 0.158163 
0.831633 0.168367 
0.821429 0.178571 
0.811224 0.188776 
0.80102 0.19898 
0.790816 0.209184 
0.780612 0.219388 
0.770408 0.229592 
0.760204 0.239796 
0.75 0.25 
0.739796 0.260204 
0.729592 0.270408 
0.719388 0.280612 
0.709184 0.290816 
0.69898 0.30102 
0.688776 0.311224 
0.678571 0.321429 
0.668367 0.331633 
0.658163 0.341837 
0.647959 0.352041 
0.637755 0.362245 
0.627551 0.372449 
0.617347 0.382653 
0.607143 0.392857 
0.596939 0.403061 
0.586735 0.413265 
0.576531 0.423469 
0.566327 0.433673 
0.556122 0.443878 
0.545918 0.454082 
0.535714 0.464286 
0.52551 0.47449 
0.515306 0.484694 
0.505102 0.494898 
0.494898 0.505102 
0.484694 0.515306 
0.47449 0.52551 
0.464286 0.535714 
0.454082 0.545918 
0.443878 0.556122 
0.433673 0.566327 
0.423469 0.576531 
0.413265 0.586735 
0.403061 0.596939 
0.392857 0.607143 
0.382653 0.617347 
0.372449 0.627551 
0.362245 0.637755 
0.352041 0.647959 
0.341837 0.658163 
0.331633 0.668367 
0.321429 0.678571 
0.311224 0.688776 
0.30102 0.69898 
0.290816 0.709184 
0.280612 0.719388 
0.270408 0.729592 
0.260204 0.739796 
0.25 0.75 
0.239796 0.760204 
0.229592 0.770408 
0.219388 0.780612 
0.209184 0.790816 
0.19898 0.80102 
0.188776 0.811224 
0.178571 0.821429 
0.168367 0.831633 
0.158163 0.841837 
0.147959 0.852041 
0.137755 0.862245 
0.127551 0.872449 
0.117347 0.882653 
0.107143 0.892857 
0.0969388 0.903061 
0.0867347 0.913265 
0.0765306 0.923469 
0.0663265 0.933673 
0.0561224 0.943878 
0.0459184 0.954082 
0.0357143 0.964286 
0.0255102 0.97449 
0.0153061 0.984694 
0.00510204 0.994898 
