1 0 
0 1 
0.998322 0.00167785 
0.994966 0.00503356 
0.991611 0.00838926 
0.988255 0.011745 
0.984899 0.0151007 
0.981544 0.0184564 
0.978188 0.0218121 
0.974832 0.0251678 
0.971477 0.0285235 
0.968121 0.0318792 
0.964765 0.0352349 
0.961409 0.0385906 
0.958054 0.0419463 
0.954698 0.045302 
0.951342 0.0486577 
0.947987 0.0520134 
0.944631 0.0553691 
0.941275 0.0587248 
0.937919 0.0620805 
0.934564 0.0654362 
0.931208 0.0687919 
0.927852 0.0721477 
0.924497 0.0755034 
0.921141 0.0788591 
0.917785 0.0822148 
0.91443 0.0855705 
0.911074 0.0889262 
0.907718 0.0922819 
0.904362 0.0956376 
0.901007 0.0989933 
0.897651 0.102349 
0.894295 0.105705 
0.89094 0.10906 
0.887584 0.112416 
0.884228 0.115772 
0.880872 0.119128 
0.877517 0.122483 
0.874161 0.125839 
0.870805 0.129195 
0.86745 0.13255 
0.864094 0.135906 
0.860738 0.139262 
0.857383 0.142617 
0.854027 0.145973 
0.850671 0.149329 
0.847315 0.152685 
0.84396 0.15604 
0.840604 0.159396 
0.837248 0.162752 
0.833893 0.166107 
0.830537 0.169463 
0.827181 0.172819 
0.823826 0.176174 
0.82047 0.17953 
0.817114 0.182886 
0.813758 0.186242 
0.810403 0.189597 
0.807047 0.192953 
0.803691 0.196309 
0.800336 0.199664 
0.79698 0.20302 
0.793624 0.206376 
0.790268 0.209732 
0.786913 0.213087 
0.783557 0.216443 
0.780201 0.219799 
0.776846 0.223154 
0.77349 0.22651 
0.770134 0.229866 
0.766779 0.233221 
0.763423 0.236577 
0.760067 0.239933 
0.756711 0.243289 
0.753356 0.246644 
0.75 0.25 
0.746644 0.253356 
0.743289 0.256711 
0.739933 0.260067 
0.736577 0.263423 
0.733221 0.266779 
0.729866 0.270134 
0.72651 0.27349 
0.723154 0.276846 
0.719799 0.280201 
0.716443 0.283557 
0.713087 0.286913 
0.709732 0.290268 
