1 0 
0 1 
0.998744 0.00125628 
0.996231 0.00376884 
0.993719 0.00628141 
0.991206 0.00879397 
0.988693 0.0113065 
0.986181 0.0138191 
0.983668 0.0163317 
0.981156 0.0188442 
0.978643 0.0213568 
0.976131 0.0238693 
0.973618 0.0263819 
0.971106 0.0288945 
0.968593 0.031407 
0.96608 0.0339196 
0.963568 0.0364322 
0.961055 0.0389447 
0.958543 0.0414573 
0.95603 0.0439698 
0.953518 0.0464824 
0.951005 0.048995 
0.948492 0.0515075 
0.94598 0.0540201 
0.943467 0.0565327 
0.940955 0.0590452 
0.938442 0.0615578 
0.93593 0.0640704 
0.933417 0.0665829 
0.930905 0.0690955 
0.928392 0.071608 
0.925879 0.0741206 
0.923367 0.0766332 
0.920854 0.0791457 
0.918342 0.0816583 
0.915829 0.0841709 
0.913317 0.0866834 
0.910804 0.089196 
0.908291 0.0917085 
0.905779 0.0942211 
0.903266 0.0967337 
0.900754 0.0992462 
0.898241 0.101759 
0.895729 0.104271 
0.893216 0.106784 
0.890704 0.109296 
0.888191 0.111809 
0.885678 0.114322 
0.883166 0.116834 
0.880653 0.119347 
0.878141 0.121859 
0.875628 0.124372 
0.873116 0.126884 
0.870603 0.129397 
0.86809 0.13191 
0.865578 0.134422 
0.863065 0.136935 
0.860553 0.139447 
0.85804 0.14196 
0.855528 0.144472 
0.853015 0.146985 
0.850503 0.149497 
0.84799 0.15201 
0.845477 0.154523 
0.842965 0.157035 
0.840452 0.159548 
0.83794 0.16206 
0.835427 0.164573 
0.832915 0.167085 
0.830402 0.169598 
0.827889 0.172111 
0.825377 0.174623 
0.822864 0.177136 
0.820352 0.179648 
0.817839 0.182161 
0.815327 0.184673 
0.812814 0.187186 
0.810302 0.189698 
0.807789 0.192211 
0.805276 0.194724 
0.802764 0.197236 
0.800251 0.199749 
0.797739 0.202261 
0.795226 0.204774 
0.792714 0.207286 
0.790201 0.209799 
0.787688 0.212312 
0.785176 0.214824 
